_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
6590dd05a65b7d25a182f556,,159.2,98.53,159.2,77.07,796;0;0;0,time,60,-1,5,60,0,21.83,false,false,english,none,normal,false,false,false,,1703992581000
6590d1aea65b7d25a182b438,,31.59,98.75,31.59,44.73,158;0;0;0,time,60,-1,5,60.02,1,22.18,false,false,english,ascii,normal,false,false,false,,1703989678000
6590d10da65b7d25a182b047,,30.19,97.42,30.19,48.06,151;0;0;0,time,60,-1,0,60.02,0,0,false,false,english,ascii,normal,false,false,false,,1703989517000
6590d0b5a65b7d25a182ae46,,26,92.2,26.2,37.02,130;1;0;0,time,60,-1,9,60,3,37.84,false,false,english,ascii,normal,false,false,false,,1703989429000
6590d039a65b7d25a182ab22,,22.01,89.52,22.01,36.91,110;0;0;0,time,60,-1,10,59.98,4,87.6,false,false,english,ascii,normal,false,false,false,,1703989305000
657f84df6dbc38d1316cec91,,113.9,98.41,113.9,54.31,495;0;0;0,quote,2765,2,8,52.15,0,33.93,false,false,english,none,normal,false,false,false,,1702855903000
657f846b6dbc38d1316ce9a9,,93.6,96.53,93.6,43.27,328;0;0;0,quote,1583,2,10,42.05,1,38.58,false,false,english,none,normal,false,false,false,,1702855787000
657f83fa6dbc38d1316ce691,,87.03,95.5,87.03,37.75,550;0;0;0,quote,4238,2,3,75.83,2,6.15,false,false,english,none,normal,false,false,false,,1702855674000
657f839c6dbc38d1316ce43e,,136.19,100,136.19,69.69,178;0;0;0,quote,1271,1,3,15.68,0,6.16,false,false,english,none,normal,false,false,false,,1702855580000
657f837e6dbc38d1316ce387,,129.94,98.89,129.94,60.41,268;0;0;0,quote,3665,1,10,24.75,0,63.97,false,false,english,none,normal,false,false,false,,1702855550000
657f83116dbc38d1316ce0b4,,89.22,97,89.22,24.61,215;0;0;0,quote,2004,1,3,28.92,3,3.99,false,false,english,none,normal,false,false,false,,1702855441000
657f82ed6dbc38d1316cdfbc,,117.74,99.29,117.74,46.71,139;0;0;0,quote,823,1,0,14.17,0,0,false,false,english,none,normal,false,false,false,,1702855405000
657f82dd6dbc38d1316cdf5b,,141.19,96.86,141.19,68.96,211;0;0;0,quote,1039,1,0,17.93,0,0,false,false,english,none,normal,false,false,false,,1702855389000
657f82c26dbc38d1316cde9e,,131.22,96.51,131.22,63.7,300;0;0;0,quote,158,1,1,27.43,0,0.78,false,false,english,none,normal,false,false,false,,1702855362000
657f82a36dbc38d1316cddd2,,97.18,97.46,97.18,22.16,115;0;0;0,quote,6709,1,7,14.2,1,23.31,false,false,english,none,normal,false,false,false,,1702855331000
657f82726dbc38d1316cdcc0,,117.14,96.35,117.14,64.08,260;0;0;0,quote,1861,1,4,26.63,0,8.5,false,false,english,none,normal,false,false,false,,1702855282000
657f82466dbc38d1316cdbdf,,133.74,99.57,133.74,64.81,232;0;0;0,quote,1405,1,3,20.82,0,14.43,false,false,english,none,normal,false,false,false,,1702855238000
657f82166dbc38d1316cdab7,,118.94,99.19,118.94,52.46,244;0;0;0,quote,2489,1,53,24.62,1,191.18,false,false,english,none,normal,false,false,false,,1702855190000
657f56f66dbc38d1316ba6f0,,174.75,97.57,180.55,83,874;9;4;1,time,60,-1,199,60.02,0,509.82,false,false,english,none,normal,false,false,false,,1702844150000
657f51d86dbc38d1316b7eaf,,165.6,99.52,165.6,69.99,207;0;0;0,time,15,-1,5,15,0,8.04,false,false,english,none,normal,false,false,false,,1702842840000
657f51b06dbc38d1316b7d70,,164,96.77,173.6,88.2,205;5;0;1,time,15,-1,20,15,0,79.3,false,false,english,none,normal,false,false,false,,1702842800000
657ea9126dbc38d13165f84b,,87.71,94.18,89.48,49.52,446;4;1;1,quote,2826,2,0,61.02,0,0,false,false,english,none,normal,false,false,false,,1702799634000
657ea4856dbc38d13165d847,,62.65,92.58,62.65,25.32,260;0;0;0,quote,5420,1,0,49.8,0,0,false,false,english,none,normal,false,false,false,,1702798469000
657ea3c26dbc38d13165d2aa,,71.02,95.04,71.02,26.89,225;0;0;0,quote,472,1,2,38.02,2,3.83,false,false,english,none,normal,false,false,false,,1702798274000
657e9e686dbc38d13165ad3d,,47.54,92.58,47.54,8.11,192;0;0;0,quote,6580,1,0,48.47,10,0,false,false,english,none,normal,false,false,false,,1702796904000
657e9e336dbc38d13165abc5,,100.33,98.61,100.33,60.73,142;0;0;0,quote,275,1,2,16.98,0,15.72,false,false,english,none,normal,false,false,false,,1702796851000
657e9e0c6dbc38d13165aa98,,23.09,88.62,23.09,0.02,101;0;0;0,quote,239,1,9,52.48,14,42.49,false,false,english,none,normal,false,false,false,,1702796812000
657e9d976dbc38d13165a708,,68.63,94.96,68.63,40.92,106;0;0;0,quote,5389,1,45,18.53,0,121.93,false,false,english,none,normal,false,false,false,,1702796695000
657e98d46dbc38d131658783,,168.8,94.64,179.2,89.21,211;9;1;1,time,15,-1,136,15,0,337.28,false,false,english,none,normal,false,false,false,,1702795476000
657e96596dbc38d13165764b,,146.8,96.8,153.8,68.22,734;7;3;5,time,60,-1,143,60,0,461.32,false,false,english,none,normal,false,false,false,,1702794841000
